,N,adj,terms,p,mixer,nit,runtime,success,x_descent,f_descent,jac_descent,f_samples,jac_samples,sigma_p,approx,sv
0,8,"{0: [2, 4, 6], 1: [2, 6], 2: [0, 1, 6, 7], 3: [], 4: [0, 7], 5: [], 6: [0, 1, 2], 7: [2, 4]}","[(-1, (0,)), (-1, (1,)), (-1, (2,)), (-1, (3,)), (-1, (4,)), (-1, (5,)), (-1, (6,)), (-1, (7,)), (-8, ()), (1, (0, 2)), (1, (0, 4)), (1, (0, 6)), (1, (1, 2)), (1, (1, 6)), (1, (2, 6)), (1, (2, 7)), (1, (4, 7)), (1, (0,)), (1, (0,)), (1, (0,)), (1, (1,)), (1, (1,)), (1, (2,)), (1, (2,)), (1, (4,)), (1, (2,)), (1, (4,)), (1, (6,)), (1, (2,)), (1, (6,)), (1, (6,)), (1, (7,)), (1, (7,)), (8, ())]",1,x,11,3.0796730518341064,True,"[array([-1.01,  1.  ]), array([-1.02990234,  0.82858156]), array([-0.68141169,  0.32157973]), array([-0.64211365,  0.29717991]), array([-0.52778744,  0.32821769]), array([-0.33336223,  0.46033767]), array([-0.43416881,  0.4859001 ]), array([-0.40875318,  0.46378823]), array([-0.40260251,  0.46399827]), array([-0.40319049,  0.46399982]), array([-0.40318376,  0.46399719])]","[-2.155638450109795, -2.389090411529767, -3.430033842668526, -3.5154492489227676, -4.285210615665474, -4.840594270315185, -4.923641956631008, -4.9534066817122895, -4.954039916604168, -4.954046971042064, -4.954046972174215]","[array([-0.73099528,  2.07837948]), array([-1.33421158,  0.84016698]), array([-6.14662927, -5.55167704]), array([-5.73415866, -6.67350986]), array([-3.94560855, -5.96270303]), array([ 3.38081747, -0.4514476 ]), array([-1.22818534,  0.96038712]), array([-0.22924311,  0.00530056]), array([ 0.02429079, -0.00153196]), array([-0.00028863,  0.0001254 ]), array([-4.00612466e-07, -4.84785474e-06])]","[(array([4.6687181 , 3.71753092]), -1.8320841335089728), (array([0.12339658, 1.45223835]), 0.2113209877674282), (array([5.07644699, 5.86569888]), 1.7892917353401259), (array([4.96931178, 2.03878467]), 1.7267462801883422), (array([2.64592705, 6.20422788]), -1.4412285847030977), (array([3.09293596, 0.38939644]), 1.1721232997288098), (array([4.43349487, 2.34281554]), 2.1870522428386687), (array([5.8606029 , 1.35548061]), -0.6373374724521401), (array([3.58748726, 1.32638651]), -0.7260540035667313), (array([5.16075378, 3.03823719]), 0.5508802765593539)]","[(array([4.6687181 , 3.71753092]), array([ 0.22794056, -1.63293713])), (array([0.12339658, 1.45223835]), array([ 1.86997797, -2.17139534])), (array([5.07644699, 5.86569888]), array([ 2.54124059, -3.30213459])), (array([4.96931178, 2.03878467]), array([1.24434236, 2.5513858 ])), (array([2.64592705, 6.20422788]), array([-0.98692869, 17.05660621])), (array([3.09293596, 0.38939644]), array([-24.5646124 ,   1.69026695])), (array([4.43349487, 2.34281554]), array([-1.99883598,  0.13120492])), (array([5.8606029 , 1.35548061]), array([1.18905425, 2.02573916])), (array([3.58748726, 1.32638651]), array([-1.32694052,  2.06942529])), (array([5.16075378, 3.03823719]), array([ 0.95614757, -5.34207971]))]","[0.012364315388194966, 0.01526232185756661, 0.023716835012461888, 0.021839500662565712, 0.022754644913852127, 0.021264239994118316, 0.023568630556829118, 0.023395716074184718, 0.023259461330624266, 0.02327252025473722, 0.023272399387672817]",0.4954046972174215,"[ 0.00310065-0.00109952j  0.01742874+0.01306423j  0.00430472+0.01112539j
  0.00463577+0.00961467j  0.00628611+0.01203476j -0.03121114+0.03385013j
  0.00412059+0.01519086j -0.06037056+0.05836895j  0.00236721-0.00021469j
  0.00986168+0.01226425j  0.00102202+0.00855812j  0.00152414+0.00755988j
  0.00224621+0.0095493j  -0.02790602+0.01810851j  0.00016548+0.01137095j
 -0.05270572+0.03005242j  0.01443745+0.02438615j  0.03593295+0.01491709j
  0.03496268+0.02148484j -0.01200084-0.01568105j -0.00670087+0.02796509j
 -0.04878671+0.05144313j -0.0581245 +0.03376183j -0.10177708+0.1158603j
  0.00574139+0.01965409j  0.0224828 +0.01687315j  0.02062811+0.02129684j
 -0.00559384-0.0131245j  -0.00969578+0.01837594j -0.04335756+0.02727772j
 -0.04672928+0.0132297j  -0.09197975+0.06288474j  0.00236721-0.00021469j
  0.00986168+0.01226425j  0.00102202+0.00855812j  0.00152414+0.00755988j
  0.00224621+0.0095493j  -0.02790602+0.01810851j  0.00016548+0.01137095j
 -0.05270572+0.03005242j  0.00169545+0.00027341j  0.00470799+0.0103499j
 -0.00081635+0.00617352j -0.0002862 +0.00556463j -0.00013683+0.00708644j
 -0.02277501+0.00768109j -0.00191936+0.00798916j -0.04227228+0.01160301j
  0.00574139+0.01965409j  0.0224828 +0.01687315j  0.02062811+0.02129684j
 -0.00559384-0.0131245j  -0.00969578+0.01837594j -0.04335756+0.02727772j
 -0.04672928+0.0132297j  -0.09197975+0.06288474j  0.00050119+0.01478526j
  0.01271773+0.01583503j  0.01062772+0.01859962j -0.00156658-0.01018821j
 -0.0100759 +0.01112759j -0.03523204+0.0113339j  -0.03507788+0.00089696j
 -0.07564006+0.02755596j  0.01107575+0.01287471j  0.0055112 +0.0062262j
  0.01083112+0.01467497j -0.02059989+0.00873655j -0.01246162+0.02964742j
 -0.05313596+0.06666731j -0.00887904+0.01773082j -0.02859035+0.06442079j
  0.00544857+0.01099452j  0.0027434 +0.00534468j  0.00495512+0.0122109j
 -0.01598339+0.00242849j -0.01402935+0.01852247j -0.04912683+0.03715604j
 -0.00938873+0.0108222j  -0.03154309+0.03997672j  0.03002147+0.00034116j
 -0.02258192-0.01320829j -0.01835384-0.01587057j -0.08880504+0.02018288j
 -0.09398333+0.12016461j -0.05853793+0.13380539j -0.08302756+0.11165759j
 -0.01248085+0.14198157j  0.02095365+0.0056121j  -0.01344306-0.01328741j
 -0.01000695-0.01439423j -0.06577495-0.00176668j -0.0872946 +0.06729265j
 -0.06492464+0.08318513j -0.07810308+0.06329871j -0.03414857+0.09715174j
  0.00544857+0.01099452j  0.0027434 +0.00534468j  0.00495512+0.0122109j
 -0.01598339+0.00242849j -0.01402935+0.01852247j -0.04912683+0.03715604j
 -0.00938873+0.0108222j  -0.03154309+0.03997672j  0.00184612+0.00867124j
  0.00096375+0.00423223j  0.001283  +0.00943437j -0.01162286-0.00116082j
 -0.01313558+0.01045454j -0.04103851+0.01721603j -0.00850898+0.00589501j
 -0.02923493+0.02233764j  0.02095365+0.0056121j  -0.01344306-0.01328741j
 -0.01000695-0.01439423j -0.06577495-0.00176668j -0.0872946 +0.06729265j
 -0.06492464+0.08318513j -0.07810308+0.06329871j -0.03414857+0.09715174j
  0.01366287+0.00767873j -0.0070318 -0.01170711j -0.00442845-0.01186687j
 -0.04572557-0.01300917j -0.07314945+0.03148j    -0.06033518+0.04660838j
 -0.06600063+0.0303294j  -0.04129202+0.06189322j  0.00654289+0.01991684j
  0.02740614+0.01698679j  0.03272607+0.02543557j -0.06361845+0.01669341j
  0.00852015+0.01407079j -0.05668127+0.04697382j -0.01242436-0.00196267j
 -0.10401369+0.11981103j  0.00101521+0.01511263j  0.01614368+0.01679577j
  0.0183554 +0.023662j   -0.04752006+0.00029867j  0.0034456 +0.01137436j
 -0.04808374+0.02273626j -0.00834564-0.00359758j -0.09425246+0.0652499j
  0.02368534+0.02783829j  0.0268625 -0.00143527j  0.03109058-0.00409755j
 -0.06454258+0.00393125j -0.00229163+0.01129809j -0.03368071+0.04066885j
 -0.05817034+0.01852106j -0.05484002+0.12034866j  0.01159694+0.02372575j
  0.01906035+0.00380322j  0.02249646+0.0026964j  -0.04588274-0.00880011j
 -0.00362627+0.00749838j -0.03085512+0.02243953j -0.04403355+0.00255311j
 -0.05992764+0.07442742j  0.00101521+0.01511263j  0.01614368+0.01679577j
  0.0183554 +0.023662j   -0.04752006+0.00029867j  0.0034456 +0.01137436j
 -0.04808374+0.02273626j -0.00834564-0.00359758j -0.09425246+0.0652499j
 -0.00199425+0.01076039j  0.00829427+0.01464629j  0.00861352+0.01984843j
 -0.03331699-0.00829615j  0.00037608+0.00857863j -0.03772748+0.00730903j
 -0.00519795-0.00401199j -0.07765426+0.02880477j  0.01159694+0.02372575j
  0.01906035+0.00380322j  0.02249646+0.0026964j  -0.04588274-0.00880011j
 -0.00362627+0.00749838j -0.03085512+0.02243953j -0.04403355+0.00255311j
 -0.05992764+0.07442742j  0.00387126+0.01868342j  0.01266133+0.00607367j
  0.01526468+0.00591391j -0.03054237-0.01437215j -0.00388042+0.00459975j
 -0.02561452+0.01018493j -0.03127998-0.00609405j -0.05526986+0.04137245j
  0.00894049+0.01167388j -0.07050531+0.0285966j  -0.01268252-0.00532087j
 -0.12885158+0.09990831j -0.06303427+0.04678429j -0.0796189 +0.1451381j
 -0.05878253+0.04042674j -0.00680954+0.15253127j  0.00416884+0.00977178j
 -0.05447124+0.00739815j -0.00792529-0.00599449j -0.1080765 +0.04687268j
 -0.05249685+0.02146653j -0.08170945+0.0873448j  -0.0483828 +0.01777729j
 -0.03206691+0.10555148j -0.01611567-0.00707913j -0.06603467+0.027555j
 -0.08300823-0.00138166j -0.10272054+0.11385697j -0.07862799+0.11053752j
 -0.00879157+0.13058643j -0.06119301+0.12015914j  0.05177386+0.12767568j
 -0.01001376-0.00783973j -0.05115541+0.00746921j -0.05785759-0.0158241j
 -0.0922816 +0.06131357j -0.07482296+0.06330212j -0.02952659+0.08983558j
 -0.06434075+0.07315769j  0.01338954+0.09863819j  0.00416884+0.00977178j
 -0.05447124+0.00739815j -0.00792529-0.00599449j -0.1080765 +0.04687268j
 -0.05249685+0.02146653j -0.08170945+0.0873448j  -0.0483828 +0.01777729j
 -0.03206691+0.10555148j  0.00116917+0.00758629j -0.03945342-0.00457073j
 -0.00447472-0.00561456j -0.08404175+0.01346666j -0.04058935+0.00563036j
 -0.07282887+0.04651593j -0.03704925+0.00378428j -0.04133828+0.06814552j
 -0.01001376-0.00783973j -0.05115541+0.00746921j -0.05785759-0.0158241j
 -0.0922816 +0.06131357j -0.07482296+0.06330212j -0.02952659+0.08983558j
 -0.06434075+0.07315769j  0.01338954+0.09863819j -0.00560636-0.00728001j
 -0.0371451 -0.00392752j -0.03766747-0.02143215j -0.07557015+0.02640213j
 -0.0637052 +0.03091887j -0.03674722+0.05759923j -0.05813173+0.03969379j
 -0.0082819 +0.07144217j]"
1,8,"{0: [1, 6, 7], 1: [0, 3, 6], 2: [3, 4, 6], 3: [1, 2, 7], 4: [2, 5, 7], 5: [4], 6: [0, 1, 2], 7: [0, 3, 4]}","[(-1, (0,)), (-1, (1,)), (-1, (2,)), (-1, (3,)), (-1, (4,)), (-1, (5,)), (-1, (6,)), (-1, (7,)), (-8, ()), (1, (0, 1)), (1, (0, 6)), (1, (0, 7)), (1, (1, 3)), (1, (1, 6)), (1, (2, 3)), (1, (2, 4)), (1, (2, 6)), (1, (3, 7)), (1, (4, 5)), (1, (4, 7)), (1, (0,)), (1, (0,)), (1, (0,)), (1, (1,)), (1, (1,)), (1, (2,)), (1, (2,)), (1, (2,)), (1, (3,)), (1, (4,)), (1, (4,)), (1, (1,)), (1, (6,)), (1, (7,)), (1, (3,)), (1, (6,)), (1, (3,)), (1, (4,)), (1, (6,)), (1, (7,)), (1, (5,)), (1, (7,)), (11, ())]",1,x,10,2.07940673828125,True,"[array([-1.01,  1.  ]), array([-0.99416061,  1.09931926]), array([-0.92564239,  1.06391991]), array([-0.79168654,  0.98850384]), array([-0.41776306,  0.42706902]), array([-0.41093494,  0.41843434]), array([-0.3968731,  0.4305207]), array([-0.37610559,  0.44959918]), array([-0.37681998,  0.45023281]), array([-0.37678306,  0.4502233 ])]","[1.400310951551188, 1.2623676032234834, 1.0300681579108542, 0.8202177997718861, -3.2554703526977615, -3.2603306871935778, -3.299682827060965, -3.3219785247514584, -3.3220106573239088, -3.32201071345239]","[array([-4.93926206, -1.32603181]), array([-4.0455399 ,  0.04102864]), array([-2.66228932,  0.05390421]), array([-0.19755611,  1.15017353]), array([-2.63122417, -1.02284343]), array([-2.11100033, -1.60551372]), array([-1.25478149, -0.98725847]), array([ 0.05560624, -0.0428281 ]), array([-0.00280156,  0.00090085]), array([-8.27681638e-06, -4.71616969e-06])]","[(array([1.36923039, 1.25908261]), 2.955017413135153), (array([1.72873109, 5.70109735]), 2.8585154671015314), (array([1.61146001, 3.09120143]), 2.9034831311202787), (array([3.31983974, 6.12376128]), 5.638889788912032), (array([4.09288816, 4.14580852]), 1.1368378884461228), (array([5.04817087, 2.30309325]), 3.609083281522932), (array([1.10293028, 2.32846945]), 2.3298610296730256), (array([0.52936983, 0.93465044]), 13.248366560115103), (array([2.87596383, 2.76792623]), -2.574304319625611), (array([4.40494847, 0.44868205]), 3.2091310814643426)]","[(array([1.36923039, 1.25908261]), array([-4.01212576, -0.12060132])), (array([1.72873109, 5.70109735]), array([ 2.37139978, -0.76953848])), (array([1.61146001, 3.09120143]), array([0.17510293, 1.88834815])), (array([3.31983974, 6.12376128]), array([ 13.01469502, -16.01681682])), (array([4.09288816, 4.14580852]), array([ 3.80911791, -0.8359207 ])), (array([5.04817087, 2.30309325]), array([ 5.22240125, -1.28859158])), (array([1.10293028, 2.32846945]), array([5.28644544, 2.7036177 ])), (array([0.52936983, 0.93465044]), array([ -2.65404216, -16.74973728])), (array([2.87596383, 2.76792623]), array([9.83074767, 5.33868862])), (array([4.40494847, 0.44868205]), array([-1.9344837, -0.1416909]))]","[0.008328117249735239, 0.009094690511553748, 0.007328316447656142, 0.0019558766308248265, 0.020666543686649275, 0.02096551198215081, 0.020965491396573617, 0.020748477705322788, 0.020723979846145643, 0.02072460284616029]",0.4152513391815488,"[ 3.74825908e-03+2.22200426e-03j  1.68585424e-03-3.70094104e-04j
  1.68585424e-03-1.47230997e-03j -4.79762264e-03+1.01725810e-02j
  1.37867378e-03-8.96890016e-04j -5.26218421e-03+4.78600289e-03j
 -2.83136338e-04+1.24459833e-02j -7.46229725e-03+5.99788146e-03j
  3.80634694e-03-3.35403295e-03j -2.34461118e-03+7.71779500e-03j
 -4.57687312e-03+3.34503270e-03j  5.00607800e-03+1.76856703e-02j
 -3.85758424e-03+7.04832225e-03j -1.67216030e-02-4.80153259e-03j
 -2.49797263e-04+5.21003120e-03j -2.67404424e-02-1.00701082e-02j
  2.91553701e-03-4.12705481e-03j -4.38121438e-03+1.39510001e-02j
 -7.61253680e-03+6.29101965e-03j -5.64843214e-03+8.36001111e-03j
 -8.06038824e-03+1.11905179e-02j -5.95561260e-03+8.93543106e-03j
 -5.95561260e-03+7.83321520e-03j -7.68281750e-02-2.19196241e-02j
  1.29510256e-04+2.41409016e-02j -2.30727757e-02+1.87388364e-03j
 -3.52793944e-03+5.37607227e-03j -7.39106019e-02-1.89878320e-02j
  1.23276310e-02+2.90038135e-02j -7.31913131e-02-1.52845425e-02j
 -1.57729163e-02-1.61491628e-02j -1.57655592e-01+2.18892191e-02j
  6.50121190e-03+1.66889526e-03j -2.12032449e-03+8.96737045e-04j
 -1.24646176e-03-2.65808282e-03j -6.44919323e-03+1.35913454e-02j
 -2.69337368e-03-1.04580270e-03j -8.41802981e-03+7.29741846e-03j
 -4.74537069e-04+1.51128937e-02j -1.75499695e-02-1.30205850e-02j
 -1.71478500e-03-1.28161747e-04j -5.99035664e-03+4.84027553e-03j
 -6.63550325e-03+5.27978521e-03j -9.16587033e-05-6.30371423e-04j
 -7.25173854e-03+1.77937468e-02j -3.18809290e-02-2.17054642e-02j
  1.50149290e-03-4.81901736e-04j -7.00740750e-02-3.78241761e-02j
  2.54661859e-03-4.48665893e-03j -5.21951046e-03+1.09366006e-02j
 -7.52631318e-03+4.50676335e-03j -2.12826190e-03+5.60283367e-03j
 -8.11398399e-03+8.50639856e-03j -3.57517382e-03+7.21511379e-03j
 -2.70131109e-03+3.66029393e-03j -5.93080846e-02-2.40872124e-02j
 -3.40807258e-03+1.98912034e-02j -1.71373229e-02-1.32566674e-03j
 -1.72272241e-03+4.57793488e-03j -5.68804114e-02-2.65443554e-02j
  1.02238202e-02+2.46758960e-02j -5.74966467e-02-1.40303938e-02j
 -1.05479869e-02-1.57140117e-02j -1.30148799e-01+1.32306112e-02j
  1.68585424e-03-3.70094104e-04j -5.67148537e-03+6.61776112e-03j
 -4.79762264e-03+1.01725810e-02j  1.39249544e-03+1.65477892e-02j
 -4.26312374e-03+8.07322104e-03j -2.37028996e-03+9.29618591e-03j
  9.00950848e-03+1.71116611e-02j  1.58039435e-03-8.32455307e-04j
 -2.34461118e-03+7.71779500e-03j  5.55076073e-03+1.30017279e-02j
  5.00607800e-03+1.76856703e-02j  1.57204667e-02+5.20768532e-03j
 -2.49797263e-04+6.31224706e-03j -2.76143051e-02-1.36249280e-02j
  1.80114386e-03-7.66000359e-03j -2.66627072e-02-7.46595620e-03j
 -4.38121438e-03+1.39510001e-02j  1.13680563e-02+1.47898484e-02j
 -5.64843214e-03+8.36001111e-03j -1.75868174e-02-1.65797239e-02j
  1.44319740e-03+1.64591410e-02j -1.70523185e-02-1.86790839e-02j
 -1.61784558e-02-1.51242640e-02j -7.86700522e-02-9.20155510e-03j
 -2.30727757e-02+1.87388364e-03j -1.43881912e-01+4.75377436e-03j
 -7.39106019e-02-1.89878320e-02j -1.35383228e-01+3.96924796e-02j
 -1.25415939e-02-8.48918236e-03j -1.40639104e-01+2.83190564e-02j
 -7.65495595e-02-1.21854939e-02j -1.07274332e-01+9.27789101e-02j
 -2.12032449e-03+8.96737045e-04j -6.44919323e-03+1.46935613e-02j
 -6.44919323e-03+1.35913454e-02j  5.78060184e-03+1.22037338e-02j
 -6.75637370e-03+1.41667654e-02j  2.22090684e-04+4.09781692e-03j
  1.49585896e-02+1.17577974e-02j -1.15593067e-02-2.11763269e-02j
 -5.99035664e-03+4.84027553e-03j -1.96114444e-02-1.77487734e-02j
 -9.16587033e-05-6.30371423e-04j -1.55627372e-02-2.06023177e-02j
  6.27630176e-04+3.07291813e-03j -7.00740750e-02-3.67219602e-02j
 -1.17456168e-02-2.94878871e-02j -7.57906150e-02-9.33565151e-03j
 -5.21951046e-03+1.09366006e-02j  1.08605116e-02+1.32628141e-02j
 -2.12826190e-03+5.60283367e-03j -9.74544162e-03-1.88141972e-02j
  2.51783623e-03+1.32216707e-02j -1.00526221e-02-1.82387773e-02j
 -1.00526221e-02-1.93409931e-02j -6.52286284e-02-1.43898074e-02j
 -1.71373229e-02-1.32566674e-03j -1.18281900e-01-1.17971787e-02j
 -5.68804114e-02-2.65443554e-02j -1.17879314e-01+1.71873021e-02j
 -8.24118421e-03-9.28417449e-03j -1.17160025e-01+2.08905917e-02j
 -6.48230889e-02-1.54147062e-02j -9.35090607e-02+7.59017424e-02j
  1.37867378e-03-8.96890016e-04j -4.26312374e-03+8.07322104e-03j
 -2.83136338e-04+1.24459833e-02j  9.00950848e-03+1.71116611e-02j
  4.36152542e-04+1.61492729e-02j -1.27181725e-02-5.37554175e-03j
 -4.13360045e-02-7.49209242e-03j -8.35624126e-02-7.58564798e-03j
 -3.85758424e-03+7.04832225e-03j -2.49797263e-04+6.31224706e-03j
 -2.49797263e-04+5.21003120e-03j  1.80114386e-03-7.66000359e-03j
  3.25826837e-03+9.36521930e-03j -4.13488380e-02-2.06899674e-02j
 -3.63697901e-02-1.30299870e-02j -8.30576572e-02+7.10528296e-03j
 -8.06038824e-03+1.11905179e-02j  1.44319740e-03+1.64591410e-02j
 -5.95561260e-03+7.83321520e-03j -1.61784558e-02-1.51242640e-02j
  9.89995783e-03+3.14609564e-02j -1.54591669e-02-1.14209745e-02j
 -7.11298382e-02-1.05563541e-02j -1.53652162e-01+2.13152099e-02j
  1.23276310e-02+2.90038135e-02j -1.25415939e-02-8.48918236e-03j
 -1.57729163e-02-1.61491628e-02j -7.65495595e-02-1.21854939e-02j
  2.07884033e-02+2.44335533e-03j -7.30414939e-02-8.03030584e-03j
 -7.30414939e-02-9.13252171e-03j -1.21008865e-01+8.57138707e-02j
 -2.69337368e-03-1.04580270e-03j -6.75637370e-03+1.41667654e-02j
 -4.74537069e-04+1.51128937e-02j  1.49585896e-02+1.17577974e-02j
 -1.09077236e-03+2.76268552e-02j -1.68306806e-02-9.31729546e-03j
 -6.26056886e-02-1.79452813e-02j -1.36545129e-01-2.11631548e-02j
 -7.25173854e-03+1.77937468e-02j  6.27630176e-04+3.07291813e-03j
  1.50149290e-03-4.81901736e-04j -1.17456168e-02-2.94878871e-02j
  9.52122629e-03+1.57005118e-02j -6.65660093e-02-3.36689880e-02j
 -5.86225166e-02-2.58535128e-02j -1.40988222e-01+1.63497871e-02j
 -8.11398399e-03+8.50639856e-03j  2.51783623e-03+1.32216707e-02j
 -2.70131109e-03+3.66029393e-03j -1.00526221e-02-1.93409931e-02j
  9.24523155e-03+2.37582550e-02j -1.06688574e-02-6.82703156e-03j
 -5.19808271e-02-3.75777564e-03j -1.15098550e-01+2.56187800e-02j
  1.02238202e-02+2.46758960e-02j -8.24118421e-03-9.28417449e-03j
 -1.05479869e-02-1.57140117e-02j -6.48230889e-02-1.54147062e-02j
  1.86128075e-02+1.18355660e-03j -5.68033555e-02+7.67707414e-04j
 -5.59294928e-02-2.78711245e-03j -9.00009951e-02+7.89547147e-02j
 -5.26218421e-03+4.78600289e-03j -2.37028996e-03+9.29618591e-03j
 -7.46229725e-03+5.99788146e-03j  1.58039435e-03-8.32455307e-04j
 -1.27181725e-02-5.37554175e-03j -4.17543775e-02-1.96650686e-02j
 -8.35624126e-02-7.58564798e-03j -7.37983515e-02+1.90069129e-02j
 -1.67216030e-02-4.80153259e-03j -2.76143051e-02-1.36249280e-02j
 -2.67404424e-02-1.00701082e-02j -2.66627072e-02-7.46595620e-03j
 -4.13488380e-02-2.06899674e-02j -9.44374557e-02-7.10192244e-04j
 -8.30576572e-02+7.10528296e-03j -6.16975654e-02+5.06948702e-02j
 -5.95561260e-03+8.93543106e-03j -1.70523185e-02-1.86790839e-02j
 -7.68281750e-02-2.19196241e-02j -7.86700522e-02-9.20155510e-03j
 -1.54591669e-02-1.14209745e-02j -8.39259275e-02-2.05749783e-02j
 -1.53652162e-01+2.13152099e-02j -1.21414405e-01+8.67387695e-02j
 -7.31913131e-02-1.52845425e-02j -1.40639104e-01+2.83190564e-02j
 -1.57655592e-01+2.18892191e-02j -1.07274332e-01+9.27789101e-02j
 -7.30414939e-02-8.03030584e-03j -1.21882728e-01+8.21590508e-02j
 -1.21008865e-01+8.57138707e-02j -2.92980643e-02+1.39711970e-01j
 -8.41802981e-03+7.29741846e-03j  2.22090684e-04+4.09781692e-03j
 -1.75499695e-02-1.30205850e-02j -1.15593067e-02-2.11763269e-02j
 -1.68306806e-02-9.31729546e-03j -6.60706445e-02-3.72959694e-02j
 -1.36545129e-01-2.11631548e-02j -1.27531125e-01+2.85894862e-02j
 -3.18809290e-02-2.17054642e-02j -7.00740750e-02-3.67219602e-02j
 -7.00740750e-02-3.78241761e-02j -7.57906150e-02-9.33565151e-03j
 -6.65660093e-02-3.36689880e-02j -1.55724720e-01+8.68980663e-03j
 -1.40988222e-01+1.63497871e-02j -1.00017158e-01+9.51925193e-02j
 -3.57517382e-03+7.21511379e-03j -1.00526221e-02-1.82387773e-02j
 -5.93080846e-02-2.40872124e-02j -6.52286284e-02-1.43898074e-02j
 -1.06688574e-02-6.82703156e-03j -6.45093395e-02-1.06865178e-02j
 -1.15098550e-01+2.56187800e-02j -8.95056302e-02+7.53277333e-02j
 -5.74966467e-02-1.40303938e-02j -1.17160025e-01+2.08905917e-02j
 -1.30148799e-01+1.32306112e-02j -9.35090607e-02+7.59017424e-02j
 -5.68033555e-02+7.67707414e-04j -9.00009951e-02+8.00569305e-02j
 -9.00009951e-02+7.89547147e-02j -1.23192899e-02+1.18111172e-01j]"
